listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
BATS::RKTL,RKTL,BATS,Defiance Daily Target 2X Long RKT ETF,Reckitt Benckiser Group plc,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::AGPU,AGPU,NASDAQ,Axe Compute Inc.,Predictive Oncology Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::AIFU,AIFU,NASDAQ,AIFU Inc.,AIFU INC - CL A (4CI) Common Stock,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::SEGG,SEGG,NASDAQ,Sports Entertainment Gaming Global Corporation,Lottery.com Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::YETI,YETI,NYSE,YETI Holdings Inc,FNCL Series 2007 Other Floating Rate Instrument,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BBII,BBII,OTC,BBII,"Brisset Beer International, Inc.",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ESGRF,ESGRF,OTC,Enstar Group Limited,Enstar Group Limited Deposit Shs Repr 1/1000th Non-Cum Red Pfd Registered Shs Series D,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NYSE::XRN,XRN,NYSE,Chiron Real Estate Inc.,Global Medical REIT Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ALOY,ALOY,NASDAQ,REalloys Inc.,Blackboxstocks Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BLBX,BLBX,NASDAQ,Blackboxstocks Inc,REalloys Inc.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::CRTO,CRTO,NASDAQ,Criteo Sa,Criteo S.A. American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::KBSX,KBSX,NASDAQ,FST Corp. Ordinary Shares,Fst Corp,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PTLE,PTLE,NASDAQ,PTL LTD Ordinary Shares,PTL Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::IQEPY,IQEPY,OTC,IQE plc,IQE plc Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MEDXF,MEDXF,OTC,Medexus Pharmaceuticals Inc,Virginia Small Business Financing Authority,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::FPRUF,FPRUF,OTC,Fraport AG,Fraport AG Frankfurt Airport Services Worldwide,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::ROOT,ROOT,NASDAQ,Root Inc,"Root, Inc. Class A Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::TWFG,TWFG,NASDAQ,"TWFG, Inc. Class A Common Stock","TWFG, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ZLIOY,ZLIOY,OTC,ZoomLion,"Zoomlion Heavy Industry Science and Technology Co., Ltd. ADR",provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::SOLS,SOLS,NASDAQ,"Solstice Advanced Materials, Inc",Sollensys Corp.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BSQKZ,BSQKZ,OTC,Block Inc,"Block, Inc. CHESS Depositary Interest",provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::PDGNF,PDGNF,OTC,Pendragon PLC,Pinewood Technologies Group Ltd.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::AGNCM,AGNCM,NASDAQ,AGNC Investment Corp,AGNC Investment Corp. 6.875% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::AGNCP,AGNCP,NASDAQ,AGNC Investment Corp.,AGNC Investment Corp. 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::TONX,TONX,NASDAQ,TON Strategy Co,"Verb Technology Company, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CBBLF,CBBLF,OTC,CBLT Inc,Cobalt Blockchain Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MONOY,MONOY,OTC,Monotaro Co Ltd,"MonotaRO Co., Ltd. Unsponsored American Depositary Receipt",provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::CNLPM,CNLPM,OTC,The Connecticut Light and Power Company,"Consolidated Edison Co. of New York, Inc. Preferred Stock 2.06% Perpetual",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ALBKY,ALBKY,OTC,Alpha Bank SA,Alpha Services and Holdings S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::WAB,WAB,NYSE,Westinghouse Air Brake Technologies Corp,Wabtec Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::MEG,MEG,NYSE,Montrose Environmental Grp,"Onterris, Inc.",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NYSE::SSB,SSB,NYSE,SouthState Corporation,"SouthState Bank Corporation (common stock), Frankfurt Exchange ticker IV1",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MTGRF,MTGRF,OTC,MGX Resources Limited/ADR,Mount Gibson Iron Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::NRC,NRC,NASDAQ,NRC Health,National Research Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::STEX,STEX,NASDAQ,Streamex Corp,"BioSig Technologies, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ENLAY,ENLAY,OTC,ENEL Societa per Azioni,Enel SpA,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::KAIFF,KAIFF,OTC,Pilbara Gold Limited,Kairos Minerals Limited,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ASRMF,ASRMF,OTC,SOUTHEAST AIRPORT GROUP,"Grupo Aeroportuario del Sureste, S.A.B. de C.V.",ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::AMRN,AMRN,NASDAQ,Amarin Corporation PLC,Amarin Corporation plc - American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FLX,FLX,NASDAQ,BingEx Ltd,BingEx Limited American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::NXT,NXT,NASDAQ,Nextpower Inc. Class A Common Stock,Nextracker Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::DAO,DAO,NYSE,Youdao Inc,Youdao Inc. American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::KRNTY,KRNTY,OTC,Krones AG,Krones AG American Depositary Receipt,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::CDT,CDT,NASDAQ,CDT Equity Inc.,Conduit Pharmaceuticals Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::GPAEF,GPAEF,OTC,Pacific Airport Group,Grupo Aeroportuario del Pacífico S.A.B. de C.V.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
BATS::ABFL,ABFL,BATS,Abacus FCF Leaders ETF,Associated British Foods plc,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ATGAF,ATGAF,OTC,AltaGas Ltd,AltaGas Ltd. Preferred Stock 6.017% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::FFIV,FFIV,NASDAQ,F5 Networks Inc,F5 Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PAYP,PAYP,NASDAQ,PayPay Corporation American Depository Shares,PayPay Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PRFX,PRFX,NASDAQ,PRF Technologies Ltd.,PainReform Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ZNB,ZNB,NASDAQ,Zeta Network Group,"Color Star Technology Co., Ltd.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::AVAI,AVAI,OTC,"AVAI BIO, INC.",Avant Technologies Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::FREJP,FREJP,OTC,Federal Home 5.30%,Freddie Mac 5.3% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ARCAY,ARCAY,OTC,Arcadis NV,Arcadis N.V. - New York Registered Shares,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::GJP,GJP,NYSE,STRATS SM Trust for Dominion Resources Inc Securities Series 2005-6 IC,STRATS Preferred Stock 6.09456%,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::JBK,JBK,NYSE,Goldman Sachs Capital I Securities-Backed Series 2004-6 Trust,Corp-Backed Trust Certificates Series V 6.345% 02/15/2034 Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::EGHT,EGHT,NASDAQ,8x8 Inc Common Stock,8x8 Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::TSSI,TSSI,NASDAQ,"TSS, Inc. Common Stock","TSS, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::SPXC,SPXC,NYSE,SPX Corp,Spx Technologies Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::TIC,TIC,NYSE,"TIC Solutions, Inc.",Acuren Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::CBSC,CBSC,OTC,"Cardiac Biotech Solutions, Inc.","CB Scientific, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MILFF,MILFF,OTC,1CM Inc,1CM Inc. (Common Stock),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::AIRTP,AIRTP,NASDAQ,Air T Inc PR,Air T Funding Preferred Stock 8% 06/07/2049,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::EBBNF,EBBNF,OTC,Enbridge Inc,Enbridge Inc. Preferred Stock 5.85792% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::TTLHF,TTLHF,OTC,Total Helium Ltd,Altura Energy Corp.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::BLRX,BLRX,NASDAQ,BioLineRx Ltd,BioLineRx Ltd. Sponsored American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FULTP,FULTP,NASDAQ,Fulton Financial Corporation,"Fulton Financial Corporation 5.125% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::NAVN,NAVN,NASDAQ,"Navan, Inc. Class A Common Stock","Navan, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::SNAL,SNAL,NASDAQ,"Snail, Inc. Class A Common Stock",Snail Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::FIG,FIG,NYSE,"Figma, Inc.",Figma Inc. Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CNTHP,CNTHP,OTC,The Connecticut Light and Power Company,"Consolidated Edison Company of New York, Inc. Preferred Stock 6.56% Perpetual",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::FITBI,FITBI,NASDAQ,Fifth Third Bancorp,Fifth Third Bancorp 6.625% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series I,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
